text,label,sentiment
dow jones asian pacific index djsi asia pacific launched time single subset dow jones asia pacific 40 index djsi asia pacific 40 january 2009,sustainability,0.128
2009 djsi asia pacific included 122 company capture leading 20 percent top 600 company developed asia pacific market term derived djgtsmi,sustainability,0.2023
dow jones korea index djsi korea derived smallest pool company tracking sustainable 30 percent largest 200 korean company,sustainability,0.0
djsi korea launched october 2009 along subset dow jones korea 20 index djsi korea 20,sustainability,0.128
date 41 company included djsi korea,sustainability,0.0
djsi korea 20 encompasses largest 20 sustainable leading company region,sustainability,0.0
index encompasses smaller region index resulting higher percentage company analyzed lower number company reviewed subset,sustainability,-0.2263
defined set criterion used ass economic social environmental opportunity company djsi listed chosen based corporate assessment robecosam,sustainability,-0.1779
information come annual robecosam questionnaire corporate assessment company documentation medium stakeholder analysis examination medium coverage stakeholder commentary publicly available source provided reprisk esg business intelligence personal contact company,sustainability,0.4767
industry leader robecosam research corporate assessment chosen listed djsi company listed djsi monitored daily critical arising issue lead exclusion company deemed critical enough,sustainability,-0.7003
example event would lead exclusion include commercial practice human right abuse layoff worker dispute catastrophic disaster,sustainability,-0.9468
monitoring supported reprisk global research firm provider environmental social governance esg risk data,sustainability,0.0516
reprisk screen medium outlet stakeholder group publicly available source identify risk related issue,sustainability,-0.2732
information gathered systematically analyzed quantified,sustainability,0.0
critical event happens situation analyzed robecosam scope reach,sustainability,-0.296
large enough event analyzed based severity medium coverage crisis management,sustainability,-0.6249
robecosam analyst decide whether company excluded djsi,sustainability,-0.34
assurance report completed deloitte ensure validity company information early 2009 independent expert study commissioned united nation environment programme finance initiative unep fi presented world economic forum davos highlighted sam assessment rigorous term number question depth information requested 2009 sam carried 11th consecutive corporate assessment assessing 200 company increase eight percent 2008,sustainability,0.8074
onset djsi assessment criterion sam mainly focused government compliance regulation,sustainability,0.3818
evolved embrace corporate key competitive advantage taking account nine specific criterion addition industry specific criterion,sustainability,0.6124
criterion weighting sam us ass company overall score,sustainability,-0.5423
weighting approximation actual weighting may differ industry,sustainability,0.0
breakdown dimension seen,sustainability,0.0
number invited company 2010 total number invited company 617 djsi world universe 500 djsi europe universe 600 djsi north america universe 600 djsi asia pacific 600 djsi korea 200 company analyzed globally 393 company completing questionnaire 698 company analyzed based exclusively public information 695some assessment criterion varied slightly year year reflect growing information particular issue water related risk brand management corporate citizenship risk crisis management,sustainability,-0.7184
continuous improvement allows sam provide relevant current information,sustainability,0.4588
since 1999 sam corporate assessment increased number assessed company number sector number question company average totally score weight sector specific criterion percentage total weight,sustainability,0.4588
included recent sam questionnaire difficult measure intangible business attribute innovation customer relationship management,sustainability,0.0258
question directed short term risk opportunity sustainable long term value creation,sustainability,0.6369
intensity industry specific criterion continuously increased,sustainability,0.2732
1999 industry specific information accounted 30 percent overall score account nearly 60 percent,sustainability,0.0
questionnaire company awarded one combination following status sector leader sector sam sector leader identified company best prepared seize opportunity manage risk deriving economic environmental social development,sustainability,0.8591
sam sector leader company best score company assessed sector,sustainability,0.6369
sector mover sector mover awarded company achieved biggest proportional improvement performance compared last year,sustainability,0.6908
sam gold class qualify sam gold class sam sector leader must achieve minimum total score 75 percent,sustainability,0.0
peer group company whose total score within five percent sam sector leader also awarded,sustainability,0.4019
score ten percent lower leader result sam silver class score 15 percent lower leader result sam bronze class,sustainability,-0.5267
sam silver class qualify sam silver class sam sector leader must achieve total score range 70 75 percent,sustainability,0.0
peer group company whose total score within five 10 percent sam sector leader also awarded sam silver class score ten percent lower leader result sam bronze class,sustainability,0.128
sam bronze class qualify sam bronze class sam sector leader must achieve total score range 65 70 percent,sustainability,0.0
sam us four source information ass corporate company questionnaire corporate assessment company documentation medium stakeholder analysis contact company,sustainability,-0.5423
using self reported data proxy social environmental effect djsi intends reflect leaf index exposed corporate bias additional credibility risk,sustainability,-0.4215
reward company greatest capacity respond sam questionnaire information request rather best socially responsible practice,sustainability,0.9371
secondly relying self reported data carry substantial risk since information company may completely credible,sustainability,-0.0772
index based biased information often underestimate real risk factor listed company operation even instance submitted information verified auditing firm pricewaterhousecoopers kpmg etc,sustainability,-0.6597
ultimately company challenging corporate environmental social issue likely devote public relation resource minimize perception risk within operation,sustainability,0.2263
order address feedback robecosam added medium stakeholder analysis component annual corporate assessment order complement help corroborate questionnaire documentation provided participating company,sustainability,0.4019
msa robecosam work reprisk global research firm specialized risk analytics metric related environmental social governance esg issue,sustainability,-0.2732
reprisk screen medium outlet stakeholder group publicly available source identify risk systematically analyzed quantified also found djsi three dimension considered balanced way biased towards economic criterion disadvantage social environmental one,sustainability,-0.7184
bias djsi includes large company whereas index include smaller company well,sustainability,0.1779
hope chris fowler stephen,sustainability,0.4404
critical review sustainable business index impact,sustainability,-0.3182
journal business ethic,sustainability,0.0
lee darren faff robert 2009,sustainability,0.0
corporate performance idiosyncratic risk global perspective,sustainability,-0.2732
doi 10 1111 1540 6288 2009 00216,sustainability,0.0
chatterji aaron durand rodolphe levine david touboul samuel 2016,sustainability,0.0
rating firm converge,sustainability,0.0
implication manager investor strategy researcher,sustainability,0.0
strategic management journal,sustainability,0.0
doi 10 1002 smj 2407,sustainability,0.0
carlos chad lewis ben 2018,sustainability,0.0
strategic silence withholding certification status hypocrisy avoidance tactic,sustainability,-0.4019
administrative science quarterly,sustainability,0.0
corporate reporting history going back environmental reporting,sustainability,0.0
practice rooted multidimensional concept csr stakeholder vision corporate governance europe insists importance understanding company entity relationship environment,sustainability,0.5423
according freeman theory company shareholder longer one considered also employee customer supplier local community government society broadest sense,sustainability,0.4019
emergence approach first response many company expand communication achievement term social responsibility,sustainability,0.3182
information disclosed company first indicator received public order verify whether decision taken meet announced commitment well interest obligation accountability therefore often assimilated reporting addressed first place company stakeholder,sustainability,0.7717
mean shareholder society general concerned also taking future generation account recently growing interest communication relating extra financial aspect organization csr performance one factor considered investment decision,sustainability,0.5719
practice reporting existed scattered way since 1980s really expanded last twenty year,sustainability,0.0
notably due global awareness ecological crisis common interest sustainable development also numerous corporate governance scandal large company enron scandal parmalat financial fraud last two decade financial crisis 2008,sustainability,-0.9413
addition eroding stakeholder trust circumstance increased activism broader transparency ensuring better information company context need reporting gradually emerged,sustainability,0.8555
carried company initially voluntary basis aim mitigating skepticism user financial report restoring trust stakeholder expressing willingness behave responsibly publication non financial report thus began ad hoc rather anecdotal manner confined subject deemed worthy interest company,sustainability,0.8885
copy effect combined latent pressure stakeholder subsequently contributed acceptance renewal approach gradually became structured,sustainability,0.2023
today report common 93 world two hundred fifty largest company publish annually,sustainability,0.0
indeed csr concrete implementation increasingly valued public opinion interest led emergence reference framework guideline standard regulation area,sustainability,0.7096
addition helping guiding company range resource also allowed certain standardization information disclosed method communication,sustainability,0.5106
objective developing guideline provide company concrete methodology make published data understandable credible comparable user,sustainability,0.0
reporting guideline issued either private non governmental organization whose adoption company therefore voluntary recently government basis mandatory standard,sustainability,0.0772
indeed company disclosure made mandatory see next section,sustainability,0.0772
line development consulting firm started esg advisory service help company draft report,sustainability,0.4019
variety reason company choose produce report core intended vessel transparency accountability often also intended improve internal process engage stakeholder persuade investor improved disclosure non financial information benefit reporting company,sustainability,0.886
particular adoption reporting found positive impact company performance value,sustainability,0.7184
oecd suggests company showing sustainable performance esg criterion communicating effectively seem enjoy better financial performance,sustainability,0.8402
company generally benefit diversified investor base example inclusion actively managed investment portfolio index,sustainability,0.6486
addition company effectively communicate non financial engagement high performance area likely attract retain talent thanks greater social credibility stimulates employee motivation meet value matter law united state materiality principle control whether publicly traded corporation must disclose certain information fact material substantial likelihood fact would viewed reasonable investor significantly altered total mix information available,sustainability,0.9781
case author examined applied several factor including percentage managed investment asset screened esg criterion plus fact 90 large publicly traded company publish esg data concluded esg data qualifies material,sustainability,0.3612
also suggested organization issue security may also well advised also engage reporting topic reporting become recurring theme recent year practice increasingly professionalized,sustainability,0.7096
however framework surrounding reporting constant evolution company increasingly challenged form content process reporting,sustainability,-0.1027
requirement present multiple opportunity firm investor consumer stakeholder also creates number challenge,sustainability,0.6705
indeed statement relevant useful information disclosed must realistic reliable also verifiable comparable,sustainability,0.4404
increasingly government introducing regulation ensure company disclose nfr information,sustainability,0.3818
australia company must disclose information environmental performance corporation act 2001 national greenhouse energy reporting act 2007,sustainability,0.2732
china company must disclose social responsibility information listed shanghai shenzhen stock exchange must include corporate social responsibility performance annual report,sustainability,0.0
south africa company listed johannesburg stock exchange must publish integrated report financial year ending march 2010,sustainability,0.0
north america security exchange commission requires canadian company disclose non financial information annual report,sustainability,0.34
finally european union directive 95 2014 eu introduced mandatory nfr practice large european company,sustainability,0.0772
government financial regulator continue issue update reporting requirement company increasingly obligated disclose non financial information,sustainability,0.0
increased focus nfi reporting driven part rise esg investing,sustainability,0.2732
esg investing form investing focus company strong esg practice united nation conference trade development international standard accounting reporting unctad isar founded african regional partnership sdg reporting 2022,sustainability,0.7269
europe legislative framework reporting practice based directive 2014 95 eu non financial reporting directive nfrd provides uniform regulatory framework non financial information eu member state,sustainability,0.0
directive applies large public interest undertaking 500 employee average financial year single undertaking consolidated group,sustainability,0.4588
company falling within scope directive must also balance sheet total exceeding eur 20 million turnover exceeding eur 40 million applicable consolidated basis,sustainability,-0.1531
2021 approximately 11 600 company europe scope application,sustainability,0.0
directive 2014 95 eu european parliament council 22 october 2014 amends directive 2013 34 eu relation disclosure non financial diversity information certain large undertaking group,sustainability,0.2732
two article 19a 29a inserted directive 2013 34 eu requiring first time certain company disclose information operate manage social environmental challenge,sustainability,0.34
updated directive applies member state european union,sustainability,0.0
must bring force law regulation administrative provision needed comply directive revision process directive 2014 95 eu initiated january 2020 aim improving quality reliability non financial reporting reducing administrative burden company term reporting,sustainability,-0.0258
broad public consultation organised february june 2020 gather input opinion various stakeholder regarding review directive provision,sustainability,0.0
organization improve performance measuring ethicalquote ceq monitoring reporting helping positive impact society economy sustainable future,sustainability,0.8271
come reporting company certain amount freedom drafting statement given absence binding law subject however various initiative national european international developing standardized methodology help company build report according european directive 2014 95 ue cited company using,sustainability,0.8402
mentioned directive commission communication com 2017 215 setting guideline non financial information key driver quality report guideline global reporting initiative gri widely used benchmark company worldwide given reliability,sustainability,0.0
provides opportunity comparison information related economic environmental social impact undertaking internationally,sustainability,0.4215
addition sdg compass created gri un global compact world business council sustainable development wbcsd aim linking gri standard sustainable development goal,sustainability,0.25
document provides guidance report company contribution sdgs leveraging gri standard series initiative exist among mention prominent one csr reporting scene international integrated reporting council iirc guide relevant integration financial non financial information company report,sustainability,0.3182
account ability aa1000 series establishes basic principle addressed non financial report without guiding impact measurement,sustainability,0.3182
united nation un global compact communication progress cop establishes 10 core principle human right labor environmental standard anti corruption company measure performance,sustainability,0.5106
organization economic cooperation development guideline oecd international standard set government responsible business multinationals,sustainability,0.3182
international labour organization convention ilo concerning right work,sustainability,0.0
international organization standardization standard iso providing non binding international norm standard,sustainability,0.0
nfrd guideline communication commission,sustainability,0.0
despite purpose positive impact society reporting subject various criticism,sustainability,-0.7026
first company refer reporting framework best fit industry organization freedom implies lack standardization hinders effectiveness reporting concept,sustainability,0.8625
fact multiplication reporting framework make published information difficult interpret market taking reporting away main objective transparency comparison firm performance one solution issue comparability non financial information proposed european commission creation european standard built efrag context new csrd,sustainability,0.2263
according eu putting forward unique standard reduce cost disclosure company improve way investor stakeholder compare use information disclosed another point criticism concern reason company embark process,sustainability,0.0
indeed public opinion increasingly value initiative company tend perceive csr competitive advantage putting aside ethical reason,sustainability,0.8126
opportunistic company therefore contribute discrediting effort prioritizing interest transparency objective,sustainability,0.4404
firm may go even manipulating report order present attractive corporate image either hiding negative information disclosing positive information regarding environmental data may distort reality,sustainability,-0.4939
behaviour associated practice known greenwashing tendency towards greenwashing may also stem wide range private initiative chosen company report,sustainability,-0.2023
indeed large part initiative taken private non governmental organisation gri iirc sasb cdp recently government supranational institution european commission developing mandatory standard nfrd csrd communication commission guideline emas,sustainability,0.0772
company therefore choose initiative best suit objective whether set conviction performance reason,sustainability,0.6369
finally doubt raised real capacity private sector initiative generate radical environmental social change necessary future society ensure real legitimacy firm intention,sustainability,0.0258
another alleged pitfall practice company legally obliged report europe currently harmonized control rule eu level,sustainability,0.4588
member state implementing directive national designed control stop simple verification production data,sustainability,-0.296
sanction case non compliance legal obligation publish information prescribed european level either,sustainability,0.128
difficulty adapting traditional reporting complexity non financial information additional criticism made concept,sustainability,-0.6486
indeed financial reporting nature quantifiable easy verify reliable non financial information struggling gain legitimacy eye stakeholder,sustainability,0.5423
remedy company using existing financial reporting tool build new one adapted ethical imperative,sustainability,0.5106
however initiative undertaken company demonstrate certain maturity term corporate social responsibility overwhelming smaller company smes,sustainability,0.2732
respect reporting divided three category moreover despite attempt motivated capable company make reporting legitimate financial one qualitative dimension inherent predominantly narrative nature persist make performance assessment difficult,sustainability,-0.4703
according baret helfrich 2019 indicator statement company value company vision simply measurable standardizable others quantified company high implementation capacity instance capacity conduct survey population etc,sustainability,0.5267
stem selection presentation important information disclosed often matter managerial discretion generating risk manipulation bias narrative disclosure quantitative measure kpis therefore critical role supporting quality narrative,sustainability,-0.296
however ability company measure quantitatively impact depends availability objective indicator also control measure instance indicator related supplier,sustainability,0.3182
addition many research raise concern actual reliability non financial kpis particularly related employee performance community environment innovation,sustainability,0.3818
particularly stand non comparability measure format used compromise consistent use quantitative indicator,sustainability,0.0
trend observed much different existing way measuring data diversity indicator one company choose illustrate social environmental disclosure example compared another,sustainability,0.0
finally various indicator necessary company report evolution sustainable performance recognized standard gri good reference firm,sustainability,0.4404
schaltegger bennett burritt ed,sustainability,0.0
gomarketwise glossary definition term concerning reporting international integrated reporting council iirc global coalition regulator investor company standard setter accounting profession ngo,sustainability,0.0
coalition promoting communication value creation next step evolution corporate reporting,sustainability,0.7184
sustainable development become primary yardstick improvement industry integrated effective government business strategy,sustainability,0.7269
need measurement include improvement operation benchmarking performance tracking progress evaluating process among others,sustainability,0.7003
purpose building indicator framework developed step follows defining system proper definite system defined,sustainability,0.2732
proper system boundary drawn analysis,sustainability,0.0
element system whole input output material emission energy auxiliary element properly analysed,sustainability,0.2732
working condition process parameter characteristic defined step,sustainability,0.0
indicator selection indicator selected measurement done,sustainability,0.0
form metric system whose analysis done step,sustainability,0.0
assessment measurement proper assessing tool used test experiment performed pre defined indicator give value indicator measurement,sustainability,0.34
principal objective indicator inform public policy making part process governance,sustainability,0.0
indicator provide information aspect interplay environment socio economic activity,sustainability,0.0
building strategic indicator set generally deal simple question happening,sustainability,0.0
descriptive indicator matter reaching target,sustainability,0.2263
performance indicator improving,sustainability,0.4215
efficiency indicator measure working,sustainability,0.3612
policy effectiveness indicator generally better,sustainability,0.4404
total welfare indicator,sustainability,0.0
international institute sustainable development united nation conference trade development established committee assessment cosa 2006 evaluate initiative operating agriculture develop indicator measurable social economic environmental objective one popular general framework used european environment agency us slight modification organisation economic co operation development dpsir system,sustainability,0.6808
break environmental impact five stage,sustainability,0.0
social economic development consumption production rive initiate environmental ressures turn produce change tate environment lead mpacts various kind,sustainability,0.5267
study concluded social indicator therefore sustainable development indicator scientific construct whose principal objective inform public policy making,sustainability,0.0
international institute sustainable development similarly developed political policy framework linked index establishing measurable entity metric,sustainability,0.0
framework consists six core area international trade investment economic policy climate change energy measurement assessment natural resource management communication technology united nation global compact city programme defined sustainable political development way broadens usual definition beyond state governance,sustainability,0.7506
political defined domain practice meaning associated basic issue social power pertain organisation authorisation legitimation regulation social life held common,sustainability,0.0
definition accord view political change important responding economic ecological cultural challenge,sustainability,0.2732
also mean politics economic change addressed,sustainability,0.0
numerous indicator could used basis measurement,sustainability,0.0
commonly used indicator environmental indicator global warming potential acidification potential ozone depletion potential aerosol optical depth eutrophication potential ionization radiation potential photochemical ozone potential waste treatment freshwater use energy resource use level biodiversityeconomic indicator gross domestic product trade balance local government income profit value tax investmentssocial indicator employment generated equity health safety education housing living condition community cohesion social securitydue large number various indicator could used measurement proper assessment monitoring required,sustainability,0.6369
order organize chaos disorder selecting metric specific organization set group metric different category defines proper methodology implement measurement,sustainability,-0.7506
united nation developed extensive measurement tool relation sustainable development well system integrated environmental economic accounting,sustainability,0.5994
last couple decade arisen crowded toolbox quantitative method used ass including measure resource use like life cycle assessment measure consumption like ecological footprint measurement quality environmental governance like environmental performance index,sustainability,0.4588
following list quantitative tool used scientist different category convenience defining criterion intergrade,sustainability,0.0
would difficult list method available different level organization listed global level,sustainability,-0.3612
benchmarksa benchmark point reference measurement,sustainability,0.0
benchmark established possible ass trend measure progress,sustainability,-0.1779
baseline global data range parameter available list global statistic indicesa index aggregate indicator combine multiple source data,sustainability,0.0
consultative group sustainable development index metricsmany environmental problem ultimately relate human effect global biogeochemical cycle critical life,sustainability,-0.6124
last decade monitoring cycle become urgent target research auditing auditing reporting used evaluate performance company organization entity using various performance indicator,sustainability,0.2023
popular auditing procedure available global level include iso 14000 iso 14031 natural step triple bottom line accounting input output analysis used level organization financial budget,sustainability,0.6486
relates environmental impact expenditure calculating resource intensity good service reporting global reporting initiative modelling monitoring procedure,sustainability,0.4404
many currently developing phase,sustainability,0.0
state environment reporting provides general background information environment progressively including indicator,sustainability,0.0
part process relate resource use energy accounting economic metric price system value compared non market economics potential understanding resource use,sustainability,0.5423
important task resource theory energy economics develop method optimize resource conversion process,sustainability,0.7269
system described analyzed mean method mathematics natural science,sustainability,0.3612
human factor however dominated development perspective relationship nature society since least industrial revolution particular influenced describe measure economic impact change resource quality,sustainability,0.0
oil production first began mid nineteenth century largest oil field recovered fifty barrel oil every barrel used extraction transportation refining,sustainability,0.0
ratio often referred energy return energy investment eroi eroei,sustainability,0.4939
currently one five barrel oil recovered barrel equivalent energy used recovery process,sustainability,0.2732
eroei drop one equivalently net energy gain fall zero oil production longer net energy source,sustainability,0.6705
happens long resource physically exhausted,sustainability,-0.3612
note important understand distinction barrel oil measure oil barrel oil equivalent boe measure energy,sustainability,0.4404
many source energy fission solar wind coal subject near term supply restriction oil,sustainability,0.0
accordingly even oil source eroei usefully exploited energy required produce oil come cheap plentiful energy source,sustainability,0.4588
availability cheap hard transport natural gas oil field led using natural gas fuel enhanced oil recovery,sustainability,0.5574
similarly natural gas huge amount used power athabasca tar sand plant,sustainability,0.5859
insofar economic growth driven oil consumption growth post peak society must adapt,sustainability,0.6369
king hubbert believed principal constraint cultural,sustainability,0.0
last two century known nothing exponential growth parallel evolved amount exponential growth culture culture heavily dependent upon continuance exponential growth stability incapable reckoning problem nongrowth,sustainability,-0.8706
economist describe problem uneconomic growth false economy,sustainability,-0.0258
political right fred ikle warned conservative addicted utopia perpetual growth,sustainability,0.128
brief oil interruption 1973 1979 markedly slowed stop growth world gdp 1950 1984 green revolution transformed agriculture around globe world grain production increased 250,sustainability,0.0
energy green revolution provided fossil fuel form fertilizer natural gas pesticide oil hydrocarbon fueled irrigation david pimentel professor ecology agriculture cornell university mario giampietro senior researcher national research institute food nutrition inran place study food land population economy maximum population sustainable economy 200 million,sustainability,0.5574
achieve sustainable economy world population reduced two third say study,sustainability,0.0
without population reduction study predicts agricultural crisis beginning 2020 becoming critical 2050,sustainability,-0.7506
peaking global oil along decline regional natural gas production may precipitate agricultural crisis sooner generally expected,sustainability,-0.3818
active debate suitable indicator use adopting thermodynamic approach concept exergy hubbert peak possible incorporate single measure resource depletion exergy analysis mineral could constitute universal transparent tool management earth physical stock hubbert peak used metric depletion non renewable resource,sustainability,0.4019
doug reynolds predicted 2005 north american peak would occur 2007,sustainability,0.0
peak coal significantly peak oil observe example anthracite high grade coal whose production peaked 1920s,sustainability,0.0
anthracite studied hubbert match curve closely,sustainability,0.0
pennsylvania coal production also match hubbert curve closely mean coal pennsylvania exhausted far,sustainability,-0.3612
production pennsylvania returned time high reserve 190 year,sustainability,0.0
hubbert recoverable coal reserve worldwide 2500 109 metric ton peaking around 2150 depending usage,sustainability,0.0
recent estimate suggest earlier peak,sustainability,0.0
coal resource future production pdf 630kb published april 2007 energy watch group ewg report german parliament found global coal production could peak 15 year,sustainability,0.2732
reporting richard heinberg also note date peak annual energetic extraction coal likely come earlier date peak quantity coal ton per year extracted energy dense type coal mined extensively,sustainability,0.6124
second study future coal kavalov peteves institute energy ife prepared european commission joint research centre reach similar conclusion state coal might abundant widely available reliable energy source future work david rutledge caltech predicts total world coal production amount 450 gigatonnes,sustainability,0.6369
implies coal running faster usually assumed,sustainability,0.0
paper 1956 review fissionable reserve hubbert note nuclear power promise however provided mankind solve international problem destroy nuclear weapon provided world population expanding rate double le century somehow brought control may last found energy supply adequate need least next century foreseeable future,sustainability,-0.3182
technology thorium fuel cycle reprocessing fast breeder theory considerably extend life uranium reserve,sustainability,0.2484
roscoe bartlett claim current throwaway nuclear cycle us world reserve low cost uranium 20 year,sustainability,-0.2732
caltech physic professor david goodstein stated would build 10 000 largest power plant feasible engineering standard order replace 10 terawatts fossil fuel burning today staggering amount known reserve uranium would last 10 20 year burn rate,sustainability,0.0
best bridging technology use rest uranium breed plutonium 239 least 100 time much fuel use,sustainability,0.6369
hubbert applied theory rock containing abnormally high concentration given metal reasoned peak production metal copper tin lead zinc others would occur time frame decade iron time frame two century like coal,sustainability,0.3612
price copper rose 500 2003 2007 attributed peak copper,sustainability,0.0
copper price later fell along many commodity stock price demand shrank fear global recession,sustainability,-0.7579
lithium availability concern fleet li ion battery using car paper published 1996 estimated world reserve adequate least 50 year,sustainability,0.2263
phosphorus supply essential farming depletion reserve estimated somewhere 60 130 year,sustainability,0.0
individual country supply vary widely without recycling initiative america supply estimated around 30 year,sustainability,0.0
hubbert original analysis apply renewable resource,sustainability,0.3182
however exploitation often result hubbert peak nonetheless,sustainability,0.0
modified hubbert curve applies resource harvested faster replaced example reserve ogallala aquifer mined rate far exceeds replenishment,sustainability,0.0
turn much world underground water lake finite resource peak usage debate similar oil,sustainability,0.0
debate usually center around agriculture suburban water usage generation electricity nuclear energy coal tar sand mining mentioned also water resource intensive,sustainability,0.2732
fishery least one researcher attempted perform hubbert linearization hubbert curve whaling industry well charting transparently dependent price caviar sturgeon depletion,sustainability,0.2732
another example cod north sea,sustainability,0.0
measurement indicator part ever evolving changing process various gap filled achieve integrated framework model,sustainability,0.0
following break continuity global indicator due difference social economical environmental condition country country indicator index measure lead improper varying interpretation global level,sustainability,0.0
hence common index measuring parameter would allow comparison among country,sustainability,0.2263
agriculture comparable indicator already use,sustainability,0.0
coffee cocoa study twelve country using common indicator among first report insight comparing across country,sustainability,0.0
policymaking indicator defined analysis done measurement indicator proper policymaking methodology set improve result achieved,sustainability,0.4404
policymaking would implement change particular inventory list used measuring could lead better result,sustainability,0.4404
development individual indicator value based indicator developed measure effort every human part ecosystem,sustainability,0.34
affect policymaking policy effective public participation,sustainability,0.4767
data collection due number factor including inappropriate methodology applied data collection dynamic change data lack adequate time improper framework analysis data measurement quickly become outdated inaccurate unpresentable,sustainability,0.3612
data collection built grass root level allow context appropriate framework regulation associated,sustainability,0.2263
hierarchy data collection start local zone state level national level finally contributing global level measurement,sustainability,0.0
data collected made easy understand could correctly interpreted presented graph chart analysis bar,sustainability,0.4404
integration across academic discipline involves whole ecosystem intended holistic approach,sustainability,0.0
purpose measurement intend involve data knowledge academic background,sustainability,0.0
concept accounting emerged development accounting,sustainability,0.0
broad development accounting occurred past forty year although narrow development occurred past ten year,sustainability,0.0
development reveals two distinct line analysis,sustainability,0.0
first line philosophical debate accountability contributes sustainable development necessary step towards,sustainability,0.0
approach based entirely new system accounting designed promote strategy,sustainability,0.3818
second line management perspective associated varied term tool towards,sustainability,0.0
could seen extension modification conventional financial cost management accounting,sustainability,0.0
develop accounting de novo allows complete reappraisal relative significance social environmental economic benefit risk interaction corporate accounting system,sustainability,0.4588
375 376 development lead sustainable accounting could distinguished several time period number trend evident 1971 1980 1981 1990 1991 1995 present,sustainability,0.0772
end decade large volume empirical work number paper referring building model foster social accounting disclosure published,sustainability,0.0772
early work included subjective analysis well underdeveloped social environmental accounting literature seal,sustainability,0.2732
information related social dimension accounting mostly connected employee product,sustainability,0.0
environmental matter treated part generally undifferentiated fairly unsophisticated social accounting movement,sustainability,-0.2732
484 485 environmental damage included damage terrain air water noise visual aesthetic form pollution solid waste production,sustainability,-0.8225
486 idea shadow price mapping externality first arose began develop,sustainability,0.0
albeit contribution period notable extensive development field social audit methodology nearly identical historical financial accounting report,sustainability,0.0
487 488 time neither financial accounting standard regulatory framework developed extent,sustainability,0.0
empirical study research mainly descriptive,sustainability,0.0
first part decade showed increased sophistication within social accounting area second part decade saw apparent transference interest environmental accounting increasing sign specialisation literature,sustainability,0.6249
empirical research analytical,sustainability,0.0
concern social disclosure replaced concentration environmental disclosure regulation alternative mean reducing environmental damage,sustainability,-0.4939
normative statement model building began foster environmental arena,sustainability,0.0
period development teaching programme social environmental accounting issue began,sustainability,0.0
490 491 despite increasing use conceptual framework accounting standard legal provision reduce degree individual interpretation financial reporting little accounting structure applies appropriate framework social environmental accounting,sustainability,0.128
period characterised almost complete domination environmental accounting social accounting,sustainability,0.0202
also number extension environmental disclosure environmental auditing well development framework guide application environmental auditing particular development environmental management system,sustainability,0.34
still little regulatory framework affecting social environmental accounting disclosure conceptual framework accounting extend non financial quantification social environmental issue,sustainability,0.1779
development clear regulatory well conceptual framework grew several country whereas progress environmental regulation uk europe slower united state canada australia,sustainability,0.8519
progress uneven rapid compared area social accounting disclosure,sustainability,0.4215
period several textbook journal article covering social environmental accounting,sustainability,0.0
however relative lack normative philosophical work within accounting period environmental accounting revived since model 1970s failed adapt discussion valuation externality,sustainability,-0.6808
convergence global capital market emergence global regional quality control issue culminating accounting profession asian financial crisis 1997 1998 well collapse enron 2001 led subsequent high level focus international national accounting,sustainability,-0.7351
accounting literature demonstrated considerable increase concern issue sustainable development accounting,sustainability,0.3182
via exploration accounting may entail accounting profession likely involved examining accounting fundamental light challenge sustainable development,sustainability,0.296
several proposal significant statistical work well growing body measurement accounting sustainable development carried many international national setting,sustainability,0.5574
even supra national policy body like united nation oecd sponsored work addressing accounting,sustainability,0.6486
30 till environmental accounting evolved form accounting increasingly processed academic circle beginning work robert hugh gray early 1990s release accounting guideline world summit sustainable development 2002 due use different framework method much uncertainty remains agenda develop future,sustainability,-0.34
certain belief past economic development current human hence business activity sustainable led questioning current mode development,sustainability,0.1779
recent year seen increasing acceptance even enthusiasm new reporting approach,sustainability,0.7096
energetic innovative experimentation far sighted organisation state aspect accounting reporting crucially important feasible practicable well,sustainability,0.8271
respect international federation accountant ifac whose objective develop accounting profession harmonise standard includes 167 member body 127 country represents approximately two million accountant worldwide 2004 prince wale set accounting project a4s help ensure battling meet 21st century challenge best 20th century decision making reporting system,sustainability,0.9274
a4s convenes leader finance accounting community catalyse fundamental shift towards resilient business model sustainable economy,sustainability,0.0
accounting increased popularity last couple decade,sustainability,0.6369
many company adopting new method technique financial disclosure providing information core activity impact environment,sustainability,0.0
